APR,AUG,Total,DEC,FEB,JAN,JUL,JUN,MAR,MAY,NOV,OCT,Parameter,SEP,Year
178.3,224.9,2401.5,1.9,33.6,1.5,484.9,533.7,11.2,349.6,2.8,190.1,Actual,389,1939
72.6,330.8,2451.7,9.5,57.9,1.5,435.4,500.5,180.8,391.9,19,98.1,Actual,353.7,1940
245.1,361.8,2709.4,9.9,32.7,4.5,409.4,541.7,53.8,522.4,16.7,143.3,Actual,368.1,1941
233.5,328.8,2677.1,0,25.3,7.4,332.9,618.8,130.9,469.1,27.5,40,Actual,462.9,1942
247.7,417.9,2703.8,6.2,34.1,54.4,391.9,513.3,170.6,406.6,9.4,86.7,Actual,365,1943
139,304.1,2524.4,9.9,21.3,39.2,386.9,490.6,62.9,518,7.2,89.7,Actual,455.6,1944
139.5,493.5,2665.7,2.9,39.7,37,507.7,500.5,67.5,396.5,1.1,196.6,Actual,283.2,1945
178.5,297.9,2679.5,1.4,19.4,0.4,547,582.6,102.6,328,8.6,346.3,Actual,266.8,1946
243.4,285,2643.2,13.1,9,3.9,570.8,486.4,83.9,380.2,3,202.2,Actual,362.3,1947
260.4,448.3,3185.5,7.8,42.4,10.1,534.8,599.4,59.5,681.2,50.6,176.6,Actual,314.4,1948
371,461.9,2983.3,11.1,23.1,22.9,444.1,683.4,76,335.9,13,148.3,Actual,392.6,1949
112.9,490.9,2392.4,3.9,51.2,21.2,389.5,562,93.5,282.1,49.9,134.6,Actual,200.7,1950
242.9,387.4,2613.9,5.8,3.3,4.9,550.5,588.8,53.5,250.4,46.2,270.5,Actual,209.7,1951
155.9,467.6,2851.3,2.1,10.4,4.4,573.9,399.9,107.5,465.6,43.2,277.1,Actual,343.7,1952
157.4,284.5,2560,13.1,13.3,18,461.9,405.5,227.3,377.7,5.8,144,Actual,451.5,1953
266,427.3,2859.2,24.5,45.7,22,572.2,594.3,40.6,490.3,2,155.5,Actual,218.8,1954
210.2,415.8,2761.2,8.5,9.5,9.2,567,546.5,143.5,328.8,89.6,149.3,Actual,283.3,1955
204.8,382.1,2802.9,9.6,3.2,29.8,440.3,712.4,121.7,533.5,44.3,149.3,Actual,171.9,1956
136,366.6,2257,10.7,33.5,66.9,407.2,446,20.1,449.2,12.2,99.9,Actual,208.7,1957
192.4,546.9,2626.5,18.7,44.2,18.8,361.1,393.2,10.3,545.2,4.6,212.4,Actual,278.7,1958
144.1,255.9,2535.7,0.2,45.6,30.8,364.2,517.6,109.9,470.6,8.3,301.7,Actual,286.8,1959
45.9,349.2,2342.2,3.9,11.1,0.1,553.7,454.8,38.7,315.2,29.3,60.9,Actual,479.4,1960
123,347.4,2195.4,6.9,19.7,11.5,352.9,335.4,253.8,355.8,34.8,128.1,Actual,226.1,1961
134.7,509.8,2296,5.8,27.6,24.9,338.8,601.4,17.3,369,11.1,118.2,Actual,137.4,1962
183.3,432,2511.7,7.2,7.9,3.3,557.3,596,51.1,288.4,29.4,144.1,Actual,211.7,1963
268.3,340.4,2729.7,12.8,22.6,9.6,600.3,557.9,80.7,297.4,8.3,205.1,Actual,326.3,1964
158.2,422.1,2398.9,12.5,73.6,5.1,399.6,501,52.5,327.1,60.8,82.4,Actual,304,1965
164.3,518.2,2789.3,11.4,23.6,20,507.1,780.5,36.1,323.7,31.8,124.5,Actual,248.1,1966
112,258.9,2123.3,4.2,37.3,11.4,497.7,395.7,105.9,287.5,14.5,97.6,Actual,300.6,1967
170.8,346,2530.8,2.3,19.8,22.9,494.1,595,78.2,432.3,23.9,113.8,Actual,231.7,1968
178.7,446.7,2332.3,1.8,1.8,27.4,461.1,567.2,99.7,254.1,27.5,80.9,Actual,185.4,1969
204.8,389.2,3048.5,0.1,35.8,47,475.3,658.3,89.7,493.4,17.8,246.4,Actual,390.7,1970
142.9,474.8,2315.1,12.1,18.4,36.9,407.9,437.1,37.6,236.3,80,199.5,Actual,231.6,1971
260.3,271,2379.1,5.3,39.6,18,441,576.2,99.3,339.3,2.9,99.1,Actual,227.1,1972
252.1,395,2672.1,35.3,82.8,9.8,364.6,634.4,28.9,324.5,67.4,128.7,Actual,348.6,1973
255.8,510.9,3403.6,2.3,11.4,31.6,789.3,627,78.7,369.4,27.1,271,Actual,429.1,1974
227.9,314.8,2270.6,5.8,22.3,10,522.4,337.6,18.8,321.2,18,172.7,Actual,299.1,1975
139.4,358.5,1956,3.1,36.3,5.7,390.5,509.7,92.6,179.5,24.3,67.3,Actual,149.1,1976
375.1,461.9,2616.7,21.8,16.2,9.1,461.3,405,74.4,391.6,47.7,175.7,Actual,176.9,1977
100.9,255.8,2011.8,0.6,8.2,5,444,506.6,44.3,253.7,55.9,65,Actual,271.8,1978
93.8,252.4,2188.4,36.2,8.7,3.3,640.1,307.8,38.2,225.6,23.4,216.6,Actual,342.3,1979
173.2,417.8,2289.2,0.6,36.3,13.1,460,389.5,96.9,289.4,1,141.6,Actual,269.8,1980
152.1,340.7,2079.3,36.1,30.7,29.6,543.5,273.1,91,251.5,9,47.5,Actual,274.5,1981
254.3,377.2,2382.3,16.4,31.1,1.8,539.9,517.2,50.6,215.5,29.9,62,Actual,286.4,1982
165.9,450.2,2620.2,24,37.8,16.4,582.9,362,90,278.2,7,156.7,Actual,449.1,1983
202.8,360.7,3156.9,22.2,7.2,22.4,995.2,478.5,28.6,416,5.7,159.6,Actual,458,1984
268.1,349.4,2801.7,19.7,32.3,8.7,714.6,496,152.6,335,15.8,74.4,Actual,335.1,1985
282.8,416.4,2592.7,7.4,11.7,16.4,465,404.2,28,159.7,59.5,300.5,Actual,441.1,1986
197.6,433,2921.6,11.9,27.8,8.8,766.5,525.8,110.4,199,37.6,157.8,Actual,445.4,1987
157.9,773.4,3261.7,5.9,46.1,7.3,644.2,403.8,82.3,568.6,74.3,168.3,Actual,329.6,1988
183.4,267.9,2682.3,6.5,51.6,10.5,747,488.8,30.4,260.1,16.2,194.1,Actual,425.8,1989
333.7,348.8,2771.2,5.2,46.9,19.2,446.4,513.8,96.7,304.1,7,208.3,Actual,441.1,1990
175.7,388.2,2838,41.1,30.2,13.7,440.5,517.8,62.1,495.8,9.4,226.2,Actual,437.3,1991
114.5,339.3,2259.7,12.1,46.3,14.7,491.4,450.9,62,292.3,14.3,125,Actual,296.9,1992
138.5,477.5,2879.2,2,96.9,73.3,576.9,619.5,86.1,374,8.2,130.3,Actual,296,1993
161.3,308.7,2121.3,15.4,42.5,26.6,308.6,477.6,157.2,282,15.9,147,Actual,178.5,1994
145.7,543.3,2886,7.1,39.7,8.7,558.4,663.3,42,299.1,94,80.7,Actual,404,1995
99.2,421.8,2466.8,0.2,23.2,12.8,499.6,397.7,101.6,415.6,3.5,267.2,Actual,224.4,1996
131.9,315.5,2372.2,35.4,40.7,18.2,511.2,569.9,91.8,241.8,12.6,36.4,Actual,366.8,1997
185.7,549.5,2803.1,0.4,31.5,11.8,604.4,581.2,136.8,250.6,48.9,190,Actual,212.3,1998
150.6,487.5,2594.1,2.3,0.5,2.4,596.7,429,38.7,466.8,14.1,208.6,Actual,196.9,1999
238.5,513.2,2486.8,0.4,13.7,20.5,313.3,540.2,65.9,375.1,22.2,83.9,Actual,299.9,2000
198.6,295.6,2178.6,2.3,39.7,5.5,451.1,399.8,30.9,266.4,20.5,201.4,Actual,266.8,2001
279.9,312.5,2392.6,7.9,5.7,20.2,565.1,502.5,83.3,286.9,69.4,49.5,Actual,209.7,2002
213.8,290.7,2434.2,18.6,41.5,9.5,481.2,551.4,96.9,235.8,13,231.8,Actual,250,2003
340.8,286.2,2994.2,6.6,19.5,15.3,848.4,397.9,72.8,342.2,6.5,340.8,Actual,317.2,2004
207.5,501.9,2468.2,1.3,30.5,22.8,474.5,373.9,172.2,281.2,8.9,218.6,Actual,174.9,2005
169,209.7,1898.7,10.7,40.9,0.7,350.3,395.9,20.8,325.7,25.1,97.6,Actual,252.3,2006
242.7,308,2752.7,4,73.7,1.5,682.7,489.7,23.5,219.8,47.7,164.7,Actual,494.7,2007
156.2,508.6,2339.6,1.6,14.5,29.7,493.2,414.6,107.5,210.6,2.2,133.4,Actual,267.5,2008
134.9,533.8,2068.2,4,11.6,7.9,426.3,321.1,44.9,246.5,9,135.9,Actual,192.3,2009
389.3,387,2711.4,7.6,3.1,0.5,415.1,569.7,99.6,393.4,11.6,116.2,Actual,318.3,2010
92.1,302.6,1743.5,3.5,11.4,11.1,395.8,316,109,238.3,11.9,30.2,Actual,221.6,2011
279.1,289.2,2609.4,2.3,6.9,15.2,444.3,729.7,28.8,185.8,17.1,199.4,Actual,411.6,2012
112.8,289.7,1816.5,2,9.6,1.1,367.8,286.2,44,346.7,1,126.3,Actual,229.3,2013
51.5,484.6,2206.2,0.4,28.3,2,374.4,426.4,29.3,351.1,3,35,Actual,420.2,2014
250.9,590.9,2471,15.2,15.5,13.4,300.1,558.5,37.5,332.5,14,62.6,Actual,279.9,2015
1.1,319.4,952.4,0.1,19.6,51.8,245.9,66.3,11.9,65.6,7.3,8.3,Actual,155.1,1901
17.3,225.5,1206.2,0,0.7,4.6,361,118.2,24.3,66.3,1.1,28.5,Actual,358.7,1902
4.7,342.6,1016.4,0,4.7,5.3,115,192.9,2,28.2,0.1,147,Actual,173.9,1903
5.3,351.3,1269.7,3.8,1.7,6.3,394.4,191.6,3.5,118.7,10.6,98.1,Actual,84.4,1904
21.4,495.3,1498.6,0.6,30.1,16,409.1,50.5,32.6,77.5,0,11.6,Actual,353.9,1905
0.9,430.1,1265.1,0,56.9,14.4,366.2,191.3,8.6,44.7,0.4,32.9,Actual,118.7,1906
27,242.2,1126.4,2.1,55.2,1.3,282.4,232.2,39.4,32.9,0,4.8,Actual,206.9,1907
2.2,167.3,737.5,0.3,38.6,14.7,202.3,94,6.1,36.7,0,25.4,Actual,149.9,1908
72.8,352.4,1390.6,5.6,6.3,7,256.2,446,0,25.8,0,43.1,Actual,175.4,1909
5.7,328.8,1398.4,0,4.8,2.4,365.1,279.5,6.6,51.5,21.7,73.8,Actual,258.5,1910
13.1,425.5,1449,0,0.1,9.4,199,312.3,28.2,41.7,17.8,122.8,Actual,279.1,1911
25.4,302.9,1129.4,0,8.5,5.5,362.4,146.8,23.9,62.7,72.6,14,Actual,104.7,1912
1.4,363,1529.9,32.8,38,0,258.8,379.9,18.1,106.1,0.5,61,Actual,270.3,1913
29,460.4,1059.9,0.6,22.7,0.2,269.1,84.4,8,77,0,10.1,Actual,98.4,1914
6.4,415,1349.5,0.3,57.1,8.2,321.3,149.1,22.5,72.5,36.7,75.3,Actual,185.1,1915
25.3,325.2,1504.6,0,16.5,0.6,445.6,270.3,0.3,25.1,0.4,130.1,Actual,265.2,1916
5.8,249.3,1334,0.2,19.7,2.7,328.7,227.8,7.9,103.3,0,116.5,Actual,272.1,1917
29.5,519.2,1411.6,0,0.1,0.6,240.3,251.6,1.8,105.4,0.1,8.6,Actual,254.4,1918
11.6,230.1,1252.6,0.7,7.7,40.2,417.8,195,3.8,42.3,0,58.6,Actual,244.8,1919
2.6,228.5,1123.8,0,19.2,0,361.6,108.9,31,28.8,0,5.6,Actual,337.6,1920
21.2,422,1272.4,0,0.6,26.8,303.8,132.4,6.5,26.3,0,37,Actual,295.8,1921
9.6,363.5,1449.2,6.5,4.6,12.2,427.3,345.8,0,22,0.7,15.7,Actual,241.3,1922
13.5,243.2,982.7,0.4,35.1,1.3,253.9,171.7,1.5,38.1,0.7,74.4,Actual,148.9,1923
8.8,295.7,1456.2,0.2,12.7,2.5,514,170.6,1.8,14.8,61.7,53.1,Actual,320.3,1924
52.9,331.5,1191.5,0,1.8,7.7,322.9,130.4,7.7,38.6,11,17.6,Actual,269.4,1925
12.8,276,1121.7,8.7,0.6,16.3,451.5,48.1,29.7,47,1.8,17.6,Actual,211.6,1926
3.1,242.7,1100.3,0.2,36.4,24.2,301.5,115.9,31.9,52.9,38.6,21.5,Actual,231.4,1927
18.3,272.9,1249.6,7.6,21.5,41.2,377.2,208,0.1,54.3,0.9,164.3,Actual,83.3,1928
16.2,326.3,1359.2,44.4,1.1,51.6,328.8,190.2,11.4,33.1,0,231.4,Actual,124.7,1929
6.6,247.8,1114.3,10.4,7.6,11.6,298.2,144.6,13.6,28.6,24,30.4,Actual,290.9,1930
1.6,218.8,1146.4,0.7,32.4,1.3,441.3,75.9,11.4,27.5,11.2,76.1,Actual,248.2,1931
14.8,249.3,927,8.9,8.2,0,164.3,152.1,0.5,26.6,78.7,32.4,Actual,191.2,1932
62.1,377.8,1392.6,0.3,13.1,28.3,377.3,197,0.7,90.3,0.3,77.6,Actual,167.8,1933
9.1,251.3,1226.3,2.8,13.7,30.1,432.6,165.5,3,22,9.8,55.2,Actual,231.2,1934
0.7,481.7,1240.3,0.1,19.6,21,193.8,127.9,0.6,21.9,0.1,2.6,Actual,370.3,1935
7.7,261.5,1572.5,10.3,6.9,7.7,462.2,188.9,4.6,84.3,0.4,88.8,Actual,449.2,1936
10.7,441.8,1306.4,1.1,66.3,0,217.9,113.6,0.8,80,0.3,194.6,Actual,179.3,1937
2.9,385.1,1506.7,0,17,12.4,362.1,382.4,0,115.5,0.8,27.1,Actual,201.4,1938
1.7,277.1,1243.2,0,42.3,5,315,230.4,11.3,41.5,0,56.9,Actual,262,1939
5,314.9,1088.2,17.5,43.8,0.9,317.6,114.6,65.5,31.9,0,4.9,Actual,171.6,1940
4.6,466,1223,0,2.8,16.2,248.8,177.7,0.7,67.1,1.1,47.8,Actual,190.2,1941
18.2,330.4,1252.6,0.9,43.5,34.4,253.5,174.7,14.7,28.1,0,7,Actual,347.2,1942
40.7,322.1,1169.8,0,16.9,34.7,296,169.8,0.2,37,0,37,Actual,215.4,1943
34.1,322.8,1228.9,0.8,32.6,27.3,253.5,223.9,42,21.9,0.2,48.5,Actual,221.3,1944
32.4,265.6,1242.8,3.2,24,50.7,226.9,120.5,1.4,57.8,0,154.8,Actual,305.5,1945
52.3,267.8,1393.8,0,21.3,0,354.7,168.7,5,88.6,14.9,148.7,Actual,271.8,1946
7.5,244.6,1092.2,0.3,5.6,5.6,394.4,89.4,10.2,57.7,0.1,61.5,Actual,215.3,1947
11.3,329.8,1299.3,0,7.5,11.1,409,114.6,3.6,46.3,36.2,81,Actual,248.9,1948
35.5,386.5,1444.4,0,42.8,16.5,341.7,200.2,5.7,93.1,1.1,103.4,Actual,217.9,1949
2.2,313.3,1124.6,2.1,11.8,9.8,257,346.5,22.1,43.3,0.1,3,Actual,113.4,1950
8.2,204.5,850.2,0.1,1.5,7.3,307.8,144.5,5.8,22.8,4.7,28.7,Actual,114.3,1951
24.6,291.9,1206.9,0.4,10.3,1.1,212.5,272.5,20.1,57,3.4,15.4,Actual,297.7,1952
16.7,263.3,1378.8,0.8,4.2,29.7,431.8,224.7,8.7,37.4,0.9,18.4,Actual,342.2,1953
0.6,308.6,1050.6,1.3,8.4,12.5,366.1,166.6,0.8,40.9,0.2,15.1,Actual,129.5,1954
11.9,268.7,1244.3,0.1,6.7,20,505.7,172.5,2.3,28.2,0.3,35.7,Actual,192.2,1955
5.3,286.3,1493.3,8.1,4.7,19.3,200.6,319.4,9.6,75.4,36,168.8,Actual,359.8,1956
0.5,295.8,966.8,2.7,2.8,75.2,334.5,115.6,11.6,1.3,0,11.6,Actual,115.2,1957
26.4,451.1,1167.5,0.6,2.7,16,222.8,120.7,4.7,16.1,0.7,81.5,Actual,224.2,1958
18.6,264.2,1179.7,0.1,1.5,81.2,245.8,132.3,9.4,35.7,0,233.8,Actual,157.1,1959
5.2,285.5,1247.8,0,0.1,1.4,357.4,117.6,42.7,49.9,2,37.9,Actual,348.1,1960
2,317.5,1258,10.1,35.8,11.7,211.6,239.7,1.4,33.9,0.8,236,Actual,157.5,1961
20.8,395.4,1178,3.2,7.8,13,244.3,156.4,9.5,38.8,0,72.5,Actual,216.3,1962
17.5,273.5,1326.2,0.2,1.7,3.4,375.4,154,9.4,78.9,17.8,138.7,Actual,255.7,1963
21.9,157.7,1122.3,0,3.3,1.4,453.6,134.7,2.4,59.3,2.7,66.3,Actual,219,1964
7.1,328.3,1002.8,2.4,1.2,0.4,302.2,98.8,15.7,7.7,1.8,22.2,Actual,215,1965
0.9,308.3,767,1.6,6.9,21.2,155.5,114.5,0.1,39.5,17.1,18.3,Actual,83.1,1966
30.6,282.1,999.8,1.5,0.1,0.2,278.2,80.7,38.6,23.6,0.1,10.3,Actual,253.8,1967
3,293.1,1140,4.9,1.7,29.1,329.6,261.8,7,17.3,0,113.3,Actual,79.2,1968
20.7,379.4,1288.5,0.3,9.3,5.2,348.4,193.1,9.7,64.4,23.6,15.3,Actual,219.1,1969
17.9,235.6,1074.6,0,13.4,22.1,284.2,194.6,3.2,39.2,0.4,34.5,Actual,229.5,1970
91.4,367.9,1432.5,0,14.6,17.3,307,278,5.1,81.5,1.9,138.6,Actual,129.2,1971
3.2,154.9,717.9,0,38,12.9,163.4,56.7,2.7,3.4,24.6,48.4,Actual,209.7,1972
4.4,258.9,1189.1,0,10.2,22.9,185.1,200.9,3.8,65,8.3,158.2,Actual,271.4,1973
9.9,317.5,1235.2,3.7,0.7,3.9,451.6,129.4,21.9,39.1,0.3,28,Actual,229.2,1974
11,155.2,1069.1,0,4.1,9.1,403.1,143.2,12,34.4,0,51.7,Actual,245.3,1975
8.9,292.8,1161.7,0.5,12.4,2.3,221,147.1,0.9,80.1,0.7,22.4,Actual,372.6,1976
17,266,1147.7,17.3,2.9,5.3,375.5,102.5,1.3,83.7,8.1,147.1,Actual,121,1977
24.5,252.6,1290.8,3.7,27.8,13.4,313.6,190.4,16.8,51.8,4.8,142.8,Actual,248.6,1978
21.3,166.1,1001.8,10.3,19.4,23.4,435.5,90.6,2.3,6.2,25.2,88.5,Actual,113,1979
7.9,375.3,1252,1,2.4,4.7,389.9,160.2,9.5,80.9,0.2,29.5,Actual,190.5,1980
47.9,311.3,1364.6,3.9,5.7,31.3,580.1,107.9,14.3,86.3,6.1,1,Actual,168.8,1981
14.7,164.5,933.6,1,6.1,4.4,227.2,222.4,28.2,31,21.5,42.1,Actual,170.5,1982
45,195.8,1104.3,14.1,1.7,13.1,353.8,101.2,8,81.1,0,69.9,Actual,220.6,1983
11.2,216.9,1426.2,3,33.9,28.6,476.4,353.4,1.3,65.6,1.5,15.4,Actual,219,1984
8,238,1455,7.1,0.5,8.8,481.5,163.2,0.5,69.2,1.2,188,Actual,289,1985
16,263.5,1322.1,22.1,13.9,1.1,395.7,168.4,0.5,94.3,1.3,124.2,Actual,221.1,1986
37.7,539.8,1660.5,2.3,3.7,0.7,452,143.6,5.4,40.1,2.7,52.8,Actual,379.7,1987
46.9,459.4,1337.5,13.8,15.3,1.2,364.5,174.5,27.3,46.2,1.5,33.7,Actual,153.2,1988
0.2,171.9,1269.9,14,8.7,8.9,446,152.9,6.9,100.3,1,28.2,Actual,330.9,1989
14,204.4,1239.2,0.2,30.2,0.3,485.5,156.6,13.8,83.3,0,49.7,Actual,201.2,1990
8.9,324.2,1045.8,19.2,6.3,14.5,179.7,176.2,7.9,31.2,0,7.2,Actual,270.5,1991
2.6,219.2,797.5,0.4,3.1,2.6,284.8,83.9,0.1,61.1,1.4,52.4,Actual,85.9,1992
24.5,357.3,1208.4,0.1,4,9.4,209.1,154.8,24.5,51.1,19.3,34.3,Actual,320,1993
7,257.6,969.3,1.2,29.1,28.3,217.7,130.9,1,32.7,4.4,32.9,Actual,226.5,1994
0.1,335.7,1112,23.8,11.6,6.8,227.5,162.9,2,6.7,44.4,11.4,Actual,279.1,1995
3,350.9,1107.3,0,21.7,26,238.5,220.1,0.2,18.2,0,66.2,Actual,162.5,1996
29.3,287.6,1303.7,30.6,1.1,10.5,463.9,211,2.9,42.2,11,27.8,Actual,185.8,1997
26.6,377.4,1332.6,0,11.2,8.4,465.1,96.6,23.6,38.2,14.5,83,Actual,188,1998
3.8,347.5,1402.7,0.6,0.2,0.1,380.8,265.1,0.4,83.6,6.9,114.1,Actual,199.6,1999
37.2,201.4,1207,0.1,12.1,0.5,264.3,267.2,3.6,96.2,0,9.6,Actual,314.8,2000
12.6,225.9,1247.1,0,0.5,1,224.7,224.4,3,98.4,0.5,181.3,Actual,274.8,2001
25,247.7,1105.8,0.7,11.3,13.4,386.1,116.6,2.2,74.8,1.4,33.8,Actual,192.8,2002
21.9,310.6,1353.8,3,39.7,13.2,356.8,230.9,10.2,41.4,0.2,142,Actual,183.9,2003
32,175.9,1147.6,0,2.1,22.7,418.4,246.8,2.2,72.7,3.1,56.4,Actual,115.3,2004
7.7,309.1,907.8,0.2,14.3,13.9,300,82.5,12.1,28.6,0,34.3,Actual,105.1,2005
19.2,160.4,1052.8,1.6,0,0.1,290.7,200,1.9,73.2,2.9,17.6,Actual,285.2,2006
20.3,340.6,1600.1,7.5,34.2,0.2,549.4,170.4,25.4,94.4,9.1,39.6,Actual,309,2007
10.4,278.1,1197.6,0,4.4,25.6,397.2,291.2,3.2,48.9,0.1,21.4,Actual,117.1,2008
2.9,298.9,889.5,0.8,0.4,0.3,213.6,67.7,1.1,98.5,5.1,72.6,Actual,127.6,2009
6.5,158.4,629.2,2.1,1.1,0.1,191.2,80.9,0.2,44.4,5,33.6,Actual,105.7,2010
23.9,278.7,1097.3,0.9,7.7,4.2,241.1,211,9.2,74.5,2,10,Actual,234.1,2011
20.4,240.4,1032.4,0,2.7,18.1,354,96.2,7.3,18.8,6.4,34.3,Actual,233.8,2012
32.3,213.6,1069.8,0,22.6,5.1,182,183.3,0.6,89.5,0.4,197.1,Actual,143.3,2013
0.7,307.6,1061,1.2,33.5,17,265.4,115.2,8.4,103.9,0,47.8,Actual,160.3,2014
38.7,287,872.7,0,1.8,12.8,231.5,122.1,27.2,39.5,0,10.4,Actual,101.7,2015
5.5,476.7,1386.9,0,116.5,48.9,381,101.6,27.8,18.4,0.4,27.3,Actual,182.8,1901
13.9,236.6,923.9,3.7,6.5,0.6,403.8,37.2,0.4,10.3,8.1,4.7,Actual,198.1,1902
6.8,396,1331.1,0,13.9,6.2,365.9,110.7,0.4,51.1,0.1,168,Actual,212,1903
0.2,483.6,1492.4,0,8.6,0,303.6,369.5,32.3,77.5,1,129.3,Actual,86.8,1904
24.6,270.8,1250.9,0,22.6,50.3,443.7,40.4,19,31.8,0,8.9,Actual,338.8,1905
0,258.3,1394.6,14.7,91,25,445.2,210.1,52.5,4.1,10.2,41.2,Actual,242.3,1906
39.4,494.4,1308.8,15.3,40.2,4,233.6,286.5,41.7,4.5,7.3,0.1,Actual,141.8,1907
1.5,590,1488.8,1.1,67.1,8.4,465.9,182.4,6.3,6.5,0,12.9,Actual,146.7,1908
112.8,210.8,1284.1,44.7,5.8,11.3,473.9,266.1,3.1,6.1,0,6.7,Actual,142.8,1909
21.5,441.4,1407.3,0,0.6,9,296.6,246,3.7,13.3,17.4,92.6,Actual,265.2,1910
0.8,474.6,1504.3,0,0,2.2,215.7,366.7,21.7,9,37.4,131.6,Actual,244.6,1911
22.6,411.9,1226.9,0,73.9,3.1,422.5,62.3,1,11.3,11.3,13,Actual,194,1912
4.1,285.6,1234.7,14,85.4,4.3,374.4,246,31.8,35.8,6.2,24.9,Actual,122.2,1913
38.6,373,1418,6.8,7.9,0,493.8,186.1,21,51.5,0.2,5,Actual,234.1,1914
16.6,435.9,1455.9,0,42.4,25,364.6,131.3,19.7,21.2,27.2,121,Actual,251,1915
6.9,374.6,1443.1,0,26.5,0,289.4,325.5,2.1,20.2,20.3,178.4,Actual,199.2,1916
10.8,475.2,1727.7,0.7,63.7,3.6,374,296.9,26.6,44,0.3,144.1,Actual,287.8,1917
10.7,490.9,1377.3,8.8,4.5,14.1,238,431.2,1.9,48.3,4.7,1.7,Actual,122.5,1918
13.5,511.2,1859,1.4,65.2,98.3,392.9,396.5,30.1,33,13.9,150.6,Actual,152.4,1919
25.6,391.5,1203.4,0,2.6,1.7,542.5,97,21.9,23.4,0,5.2,Actual,92,1920
6.2,401.8,1319.2,0,1.6,39.6,311.4,335.4,0,0,0,12.3,Actual,210.9,1921
12.7,305.2,1308.8,1.7,1.2,21.1,416.7,180.2,0.5,9.5,38.9,23.5,Actual,297.6,1922
9.7,582.3,1387.2,0.5,27.1,3.9,374.6,103.8,15.2,5.3,8,61.9,Actual,194.9,1923
9,329.5,1334.3,0.1,11.1,32.3,310.3,83.5,5.9,18,124.5,79.5,Actual,330.6,1924
10.6,476.6,1737,0,0.5,0.2,560.4,368.8,0.3,88.6,19.1,45.1,Actual,166.8,1925
63.3,555.5,1634.8,3.3,10.7,33.2,374.4,55.3,99.7,45.3,0.2,63.4,Actual,330.5,1926
2.3,488.8,1537.2,0,57.9,11.7,468.3,193.3,24.1,15.9,27.8,75.2,Actual,171.9,1927
13.6,272.7,1219.1,4.4,11.3,6.8,384.4,210.1,8.8,16.7,0,97.8,Actual,192.5,1928
14.4,461.1,1663.8,41.9,28.9,23.1,597.9,216.2,1.2,5.6,0,94.3,Actual,179.2,1929
43.3,285,1383.6,5.1,4,0,517.4,190.9,13.5,7.9,93.9,37.3,Actual,185.3,1930
10.6,510.8,1466.9,0.2,64.4,8.4,359.1,104.6,14.5,14.6,54.1,156.3,Actual,169.3,1931
9.5,300.9,1357.4,0.2,22.9,0,525.2,109.6,3.7,18.8,37.6,56.4,Actual,272.6,1932
21.9,368.3,1650.8,5.5,75.9,31.6,388.9,310.7,14.9,97.3,7.9,41.4,Actual,286.5,1933
11.5,483.4,1529,1.1,0,1.8,412,263.1,1.5,0,12.3,37,Actual,305.3,1934
33.4,247.2,1269.2,3.6,17.9,12.2,562.1,132.2,5.1,4.1,0,3.8,Actual,247.6,1935
4.3,434.5,1826.2,6.1,44.7,31.9,463.8,413.1,14.6,46.6,18.2,90.4,Actual,258,1936
76.3,391.9,1616.7,0.2,66.2,0,501,222.6,21.5,19.2,1,79.8,Actual,237,1937
8.2,343.5,1505.8,0.1,25.1,18.4,386.8,269.2,5.4,48.8,7,126.6,Actual,266.7,1938
19.9,478.6,1480.4,0,22.8,6.5,427.5,188.6,53.2,1.1,4.6,79.3,Actual,198.3,1939
26.4,395.6,1448.5,24.3,23,0.2,542.9,218.6,31.1,41.5,4.9,67.2,Actual,72.8,1940
3.3,238.7,1005.1,0.2,13.8,20.8,218.6,240.8,18.4,27.1,6.5,70.9,Actual,146,1941
18.7,470.7,1598.1,2.3,48.2,13.1,540.7,164.1,7.5,17.7,1.6,23.9,Actual,289.6,1942
19.5,386.5,1645,0,5.1,99.5,459.7,214.2,1,32.1,1,52.8,Actual,373.6,1943
25,439.8,1792.6,0.1,78.3,24.4,611.7,101.3,102.9,11.1,7.5,142.8,Actual,247.7,1944
58.6,397.2,1585.5,0.9,7.6,30.1,428.5,200.7,0,7,6.4,71.9,Actual,376.6,1945
35.3,522.5,1599.1,0.4,11,0,419.9,307.9,2.3,25.3,29,63.9,Actual,181.6,1946
6.7,476.4,1599.7,15.6,29.9,31,510.6,140.1,12,9.7,4.5,80,Actual,283.2,1947
21.5,423.7,1491.7,0,8,31,390.1,216,14.2,11.6,86.4,42.3,Actual,246.9,1948
9.9,412.3,1499.5,0.2,7.6,1.2,381,181.7,4,61.5,0,159.8,Actual,280.3,1949
1.3,374.7,1292.2,0,40.1,0.4,457.2,172.4,50.9,10,19.6,16.7,Actual,148.9,1950
59.8,459.4,1411.6,0,2.8,4.5,338.4,145.1,102.3,34.5,1.5,96.8,Actual,166.5,1951
18.2,385.8,1396.4,2,20,1.2,439.4,120.8,18.8,23.4,0,62.8,Actual,304,1952
22.7,483.6,1370.2,0,5.1,24.3,421.3,140.8,0.1,5.8,2.4,55,Actual,209.1,1953
11.7,358.1,1193.8,5.4,2.2,2.7,314,114.9,4.4,6.5,0,12.5,Actual,361.4,1954
