APR,AUG,Total,DEC,FEB,JAN,JUL,JUN,MAR,MAY,NOV,OCT,Parameter,SEP,Year
84.9,263.6,1667,5.2,49.6,30.9,525.5,70.9,84.7,156.8,0,107.3,Actual,287.6,1905
1.1,264.6,1395.5,0,123.6,46.8,307.1,172,53.3,81.3,12.5,140,Actual,193.2,1906
39.7,249.9,1337.1,24.7,24.2,0.7,217.5,347.6,94.9,92.3,0,13.3,Actual,232.3,1907
5.2,290.4,1399.8,0,5.1,27,383.5,380.4,1.9,109.9,0.2,21.3,Actual,174.9,1908
145.2,504.3,1697.7,21.4,6.4,5.6,232.4,335,0.6,97.2,1.3,75.3,Actual,273,1909
48.4,250.9,1385.9,0,10.8,23,319.4,241.8,9.4,101.7,0.2,170.7,Actual,209.6,1910
35.3,261.5,1264.9,0,2.9,1.2,168.4,276.6,42.8,110.4,12.3,93.3,Actual,260.2,1911
48.9,255,1347.4,0,23.6,1.8,325.3,199.4,71.6,109.3,78.7,99.5,Actual,134.3,1912
12.8,290.3,1826.8,9.8,110.7,4.1,367.7,512,35.1,157,18.5,122.6,Actual,186.2,1913
56.4,218.8,1383.8,16.4,31,0,400.8,192.8,21.8,230.9,0,28.5,Actual,186.4,1914
26.5,236.7,1310.3,0.3,9.1,6.1,228.5,224.5,79.5,122.5,59,88.3,Actual,229.3,1915
58.3,320.5,1600.5,0.1,2.1,0.6,148.9,378.5,0.5,42.3,78.2,286.7,Actual,283.8,1916
29.4,259.9,1775.7,0,33.6,0.4,321.8,366.8,19.7,171.4,9.7,358.3,Actual,204.7,1917
81.1,366.8,1395.3,3,0,1.3,194.2,374.6,22.9,177.8,0.3,4.1,Actual,169.2,1918
61.8,385.9,1482.3,0,19.3,41.9,299,306,10.5,125.3,35.7,48,Actual,148.9,1919
14.6,294.4,1363.5,0,36.7,0.4,380.3,127.8,152.5,77,2.5,106.1,Actual,171.2,1920
57.4,382.1,1300.2,0,10.1,36.5,279.6,238.4,13.2,53.3,0,51.9,Actual,177.7,1921
22,400.8,1655.7,1.4,3.1,7.4,269.7,553,1.2,72.3,4.7,75.8,Actual,244.3,1922
22.1,405.6,1285.2,1.2,92.2,0.1,330.8,154.3,8.2,71.5,16.9,72.2,Actual,110.1,1923
38.5,260.7,1266.5,0,5.3,8.2,308,181.2,0.3,64.9,62.5,82.1,Actual,254.8,1924
78.9,211.2,1273.7,0,14.8,10.7,305.7,171.8,28.4,106.2,3.1,184.5,Actual,158.4,1925
25.6,431.3,1705.2,9.1,9.5,26.4,579.3,103.7,111.3,85.5,0.9,78.9,Actual,243.7,1926
22.3,224.6,1190.7,0,37.4,31.6,317.4,227.7,9.1,96.7,3.7,58.6,Actual,161.6,1927
51.3,325.1,1625,0.1,3.2,12.8,428.1,427,1.6,110.9,1.7,149.9,Actual,113.3,1928
41.8,297.3,1557.4,31.4,13.2,42.8,398.6,208.1,38.8,52.5,0,264.6,Actual,168.3,1929
18.6,307.3,1381,1.1,12.1,1.8,410.7,186.9,19.9,86.3,95.1,41.1,Actual,200.1,1930
22.7,286.7,1475.7,0.9,74.6,2.2,368.5,157.2,27.1,111.5,59,168.3,Actual,197,1931
31.9,259.6,1306.8,0,12.9,0,297.5,151.1,5.1,196.6,110.2,64.2,Actual,177.7,1932
75.6,420.8,1867.1,0.8,53.3,16.3,384.9,326.3,3.7,171.6,2.1,144.8,Actual,266.9,1933
39.9,269.6,1117.6,17.8,19.6,5.5,209,200,0.6,58.6,14.9,85,Actual,197.1,1934
34.6,298.9,1015.1,1.6,26.3,12.1,233.1,163.4,30.8,33.6,0,9.6,Actual,171.1,1935
16.4,251.4,1505.7,7.5,12.6,9.8,331.4,299.9,20.3,223.8,4,74.7,Actual,253.9,1936
16.8,280.4,1522.5,0.4,112.8,0,265.6,300.8,8.6,130.3,1.9,109.2,Actual,295.7,1937
8.9,310.2,1337.8,0,33.1,15.7,244.6,233.7,2.8,234.9,14.2,78.9,Actual,160.8,1938
20.2,450.9,1698.5,0.8,23.1,2.4,420.2,250.5,10.9,70.2,21.2,220.6,Actual,207.5,1939
18.3,384.3,1358.7,2.8,30.3,0.1,236.2,218.1,103.9,98.9,7.3,58.9,Actual,199.6,1940
27.6,396.5,1801.1,0.4,0.4,29.3,404.3,376.1,0.7,87.5,74.3,219.6,Actual,184.4,1941
52,406.9,1615.7,0,16.7,1.2,374.9,144.5,14.7,64.2,13.9,142.6,Actual,384.1,1942
85.4,320.5,1446.3,0,25.7,39.4,418.5,209.5,16.9,53.6,0,90,Actual,186.8,1943
44.8,477.4,1406.4,0,24.4,60,349.8,147.5,40.2,36.1,0.1,79.1,Actual,147,1944
75.7,213.2,1271.5,0.3,13.6,18,196.3,196.2,5.1,110.2,0.1,244.2,Actual,198.6,1945
131.5,374.2,1714.2,0.2,4.2,0,297.4,247.4,11.3,117.6,28.3,196.8,Actual,305.3,1946
18.4,292,1363.1,33.5,13.1,3.4,348.9,172.7,43.3,104,0.5,95.9,Actual,237.4,1947
52.6,323.6,1532,0,44.9,13.2,268.4,200.4,48.4,135.9,113.6,116.7,Actual,214.3,1948
114.7,285.5,1493.5,0,3,6.8,325,214.5,33.5,188.9,1.3,110.5,Actual,209.8,1949
14.1,373.3,1615.8,0,6.5,0,338.8,371.1,25.9,101.2,115.2,93.3,Actual,176.4,1950
13.1,260.3,1214,0.4,0.4,0,253.5,180.7,62.1,67.4,36,140,Actual,200.1,1951
99.7,244.7,1395.7,0,1.1,0.3,431,167.4,23.3,77,2.5,159.6,Actual,189.1,1952
13.6,343.1,1505.8,0,14.1,25.8,358.3,311.1,4.8,61.9,38.6,56,Actual,278.5,1953
11.6,215.1,1080,28,5.9,12.3,201.7,211.1,0.3,88.6,1.5,56.8,Actual,247.1,1954
24.3,251.9,1268.3,0.1,2.3,2.9,338.8,174.7,11.4,48,73.9,151.9,Actual,188.1,1955
25.6,295.4,1714.2,3.9,33.9,4.5,253.9,343.3,50.7,141.6,12.7,157.6,Actual,391.1,1956
6,201.1,1130.6,0,26.6,50.2,312.1,231.8,8.7,16.4,0.1,38.2,Actual,239.4,1957
37.9,215.1,1151.1,0,25.6,12.7,280.1,95.2,13.3,58.3,8.9,109.3,Actual,294.7,1958
28.2,328.5,1812.6,0.4,12.7,33.5,273.3,208.5,17.3,91.4,0.3,331.2,Actual,487.3,1959
0.9,317.4,1245.5,0,1.4,0.6,336.5,117.5,30.9,122.3,0.6,71.1,Actual,246.3,1960
13.6,252.8,1290.5,0.1,75.8,11.1,171.4,275,6.8,91.2,0.8,101,Actual,290.9,1961
54.5,209.3,1173.4,0.1,13.1,8.8,241.1,185.6,6,80.3,0,141,Actual,233.6,1962
61.6,167.1,1289.6,0.5,2.4,0.4,277.6,258.8,5.7,103.6,9.5,131.5,Actual,270.9,1963
58.3,211.3,1278.4,0,11.1,2.7,404.2,136.2,18,84.7,8,124,Actual,219.9,1964
32.8,287,1263.9,0.2,33.9,0.3,289.6,227.6,46.5,45.3,0.3,80.1,Actual,220.3,1965
18.3,236.6,1118.7,6.3,4.4,33.1,168.7,296,5.1,43.4,34.7,84.9,Actual,187.2,1966
65.3,368.8,1348.4,1.4,3.3,52.5,247.8,131.6,44.9,53,1.3,52.3,Actual,326.2,1967
12.6,472.2,1597.8,0.6,7.6,5.7,418.2,368.8,7.7,35.5,37.8,115.9,Actual,115.2,1968
80.2,418,1404.1,0.2,5.1,4.7,276.2,139.8,20.9,89,23.2,45.9,Actual,300.9,1969
16.8,219.8,1648.4,0,15.1,10.8,285,323.2,30.8,63.5,15.8,195,Actual,472.6,1970
174.2,573.4,2099.8,0,14.2,30.6,472.5,260.3,4.8,122.1,31.4,163.5,Actual,252.8,1971
16.4,543.2,1333.2,0,43.1,2.8,288.3,125.9,4.1,25.1,2.1,59.7,Actual,222.5,1972
26,335,1735.1,23.9,8.9,1.3,304.9,204.2,67.6,134.2,20.9,206.6,Actual,401.6,1973
29.8,317.1,1470.6,0,0,3.6,438.5,96.4,83.1,94.5,4.6,140.3,Actual,262.7,1974
38.1,331.1,1466.2,0,18.7,9.9,364.9,156.6,10.6,65.8,42.6,141.6,Actual,286.3,1975
47.5,279.6,1240.6,0.6,32.8,0,296.6,148.9,20.7,133.1,31.2,52.1,Actual,197.5,1976
89.9,329.4,1840.6,35.5,24.2,11.7,450.9,409.4,7.3,176.4,48,86.6,Actual,171.3,1977
49.8,349.1,1872.7,6.4,21.2,1.4,274.1,253,50.5,116.3,10.3,148.8,Actual,591.8,1978
28,229.6,1157.8,20.4,27.3,16,296.4,282.9,8.4,22.3,11.5,48,Actual,167,1979
21.8,243.3,1520.8,0.4,22.6,15.5,403.2,303.6,60.9,109.9,0,158.6,Actual,181,1980
110.8,327.7,1909.1,72.8,63.9,13.7,417.7,321.4,64.8,250.9,3.8,11.6,Actual,250,1981
70.9,308.9,1111,0,35.8,2.4,224.5,196,87.2,37.1,17.9,29.2,Actual,101.1,1982
44.2,365.4,1463.6,13.6,39.2,9.1,207.6,188.9,47,132.5,1.1,167.6,Actual,247.4,1983
46.6,442.2,1831.7,0,2.6,19.1,332.7,597.1,0.6,82.6,0,111.8,Actual,196.4,1984
24.1,340.6,1413.5,0,22,10.9,286.3,280.4,8.8,99.6,1.8,137.2,Actual,201.8,1985
48.5,181.2,1790.8,20.6,6.3,9.6,313.4,227.9,7.1,146.1,106.4,201.5,Actual,522.2,1986
76.6,473,1591.5,7.7,7.1,1.8,427.4,146.9,18.9,91.7,43.7,34.1,Actual,262.6,1987
45.3,292.6,1681.5,0.5,22.9,1.7,299.9,508.8,53.5,109.3,39.5,100.4,Actual,207.1,1988
5.4,291.4,1626.2,18.3,4.9,0.4,414.5,318.2,6.1,173.6,3.7,105.5,Actual,284.2,1989
79.3,236.3,1961.3,3.5,62.2,2.2,520.2,268.2,119,147.6,47.9,174.2,Actual,300.7,1990
34.5,331.3,1609.3,67.5,11.4,27.8,381.2,257.4,41.7,66.1,15.6,125.6,Actual,249.2,1991
25,254.1,1414.6,0.2,49.5,14,407.6,239.9,0.1,127,4.4,66.2,Actual,226.6,1992
78.6,357.7,1759.7,0,3.8,0.3,280,328.5,40.8,116.2,38.2,94.2,Actual,421.4,1993
63.7,294.4,1530.8,0,48.8,23.8,426.1,310.1,7.3,98,9.6,82.9,Actual,166.1,1994
10.1,413,1936.1,6.2,30.1,20.2,401.1,185.4,8.7,202.9,160.5,86.4,Actual,411.5,1995
39.2,472,1504.1,0,13.2,11,251.3,336,10.4,67.5,4.1,155.9,Actual,143.5,1996
101.8,387.3,1657.9,24.9,23.6,18.7,437.3,219.6,44.2,98.2,30.5,27.8,Actual,244,1997
53,265.7,1632.8,0,31,52.9,295.2,154.3,128.8,87.1,77.1,191.4,Actual,296.3,1998
10.5,375.4,1957,0,0.7,0.1,405.2,268.8,1.6,217.9,13.7,195.3,Actual,467.8,1999
54,178.4,1572,0.1,57.9,9.5,341.5,205.6,3.8,215,1.6,76.2,Actual,428.4,2000
49.4,248.7,1540.7,0,1.9,0.3,269.3,384.2,32.8,175.8,8.8,163.6,Actual,205.9,2001
77.4,289.3,1613.4,0.1,1.5,26.3,281.6,347.7,26.6,114.1,50.9,71.5,Actual,326.4,2002
36.3,239.3,1496.7,17.7,11.7,0.5,253.4,280.5,70,81.9,8.9,341.5,Actual,155,2003
62.8,389.9,1569.4,0.8,1.6,3.3,250.7,287.5,14.9,72.9,0,220.7,Actual,264.3,2004
41.8,226.7,1604.8,4.9,11.8,26.8,354.5,200.1,82.8,82.4,0,351.7,Actual,221.3,2005
60.5,320.3,1660.4,0.3,3,0.8,486.6,221,10.6,120.8,5.9,49.7,Actual,380.9,2006
38.7,328,1941.5,0,56.2,3.9,610.1,226.3,39.3,98.7,24.6,55.8,Actual,459.9,2007
42.8,252.2,1555.4,0.2,12.4,49.4,338.4,414.5,11.5,94.4,0,72.3,Actual,267.3,2008
2.6,332.7,1314.9,0.3,1.4,2.4,277.6,69.7,17.9,229,9.4,77.3,Actual,294.6,2009
15.9,192.6,1064.9,29.7,10.3,0.2,196.3,189.3,8,127.5,6.3,96.2,Actual,192.6,2010
75,443.2,1686.4,1.4,2.7,2.5,219.9,434.5,40.5,132.6,1.3,36.9,Actual,295.9,2011
57.7,261.4,1268,24.6,15.3,40.7,315,146.6,4.4,44.2,47,64.2,Actual,246.9,2012
45.6,401.4,1764,0,10,2.5,263.2,233.4,4.8,195.9,0,353.2,Actual,254,2013
1.9,292.6,1261.3,0.6,42.2,0.9,298.7,193.6,19.9,124.4,0.1,56.9,Actual,229.5,2014
88.7,260.6,1530.2,6.3,5.5,12.9,633.1,247.2,19.3,57.6,2.3,32.7,Actual,164,2015
1.6,205.4,554.3,0.3,0,4.2,240.2,60.3,0.6,7,0,16.6,Actual,18.1,1901
0.6,299,864,11.9,0,3.9,229.8,32.8,0,1,1.5,2.3,Actual,281.2,1902
0,202,887.7,0,0.1,0.3,452.9,30.1,1.4,12.3,0,5.4,Actual,183.2,1903
0.2,71.8,492.6,1.2,10.6,0.8,194.8,48.3,16.8,3.9,0.1,6.1,Actual,138,1904
0.3,37.9,811.5,0.1,0.7,0.1,668.3,20.1,1.1,0,0.2,1.4,Actual,81.3,1905
0,247.1,890.5,0.9,12.7,0,311.5,177.5,0,0.1,0,5.9,Actual,134.8,1906
2.1,564.4,996.9,0,14.6,0.3,325,72.4,0.2,0.4,0,0,Actual,17.5,1907
0,366,1027.5,0,0.3,5.2,562.1,67.5,0.2,0.1,0,1,Actual,25.1,1908
5.5,242.6,977.8,5.5,0.5,0.1,415.6,160.5,0.1,2.6,0,1.5,Actual,143.3,1909
0.1,338.5,974.6,0,0,0.6,290.2,262.6,0,0,14.8,23.1,Actual,44.7,1910
0,93.4,403.5,0.1,0,3.5,66.7,158,18.9,0.9,3.8,0.5,Actual,57.7,1911
0.2,291.1,1118.6,0,0,0.1,624.9,105.1,0,0.6,44.1,13.6,Actual,38.9,1912
0,213.8,1162.6,0.3,0,0,423.2,364.5,0.1,13.5,0.1,1.1,Actual,146,1913
0.2,137.7,1107.5,0,3.7,0,488.8,222.3,0,5.4,6,8.5,Actual,234.9,1914
1.6,116.3,567.3,0.2,1.9,7.5,128.9,128.7,12.1,2.3,2.8,112.3,Actual,52.7,1915
0.1,418.9,952.9,0,0,0,168.3,126.7,0.2,8.7,4,32.4,Actual,193.6,1916
5.3,379.2,1524.9,0,7.4,0.4,320.1,126.8,0,98.3,0,233.7,Actual,353.7,1917
0,213.4,392.7,0,0,0.4,110.5,37.8,0.2,12.1,0.5,0.2,Actual,17.6,1918
1.3,481.2,1067.4,0,0.1,6.1,335.9,110,0,2.1,19.6,33,Actual,78.1,1919
0.2,110.4,708.8,0,1.8,44.1,268.1,189.3,0,63.2,0,0,Actual,31.7,1920
0,205.4,1172.7,0.2,0,0.8,529.7,31.1,0,0,0,0.4,Actual,405.1,1921
0,106.8,878.6,0.7,0,2.1,314.8,130.8,0,0,4.1,5,Actual,314.3,1922
4,157.5,553.2,0,5.2,0,295,2.6,1.5,4.6,0,0.9,Actual,81.9,1923
0,267,909.6,1,0,1.4,297.3,117.3,0.4,5.5,0,21,Actual,198.7,1924
0,81.8,593,0.2,0,0,199.3,264.6,0.1,25.8,6.6,0.4,Actual,14.2,1925
2,471,1274.4,0,0,6.5,406.1,20.1,0.9,8.5,0.1,0.1,Actual,359.1,1926
0.2,199.2,1422.1,14.8,4.9,0,903.3,139.4,0,1.9,18.3,26.2,Actual,113.9,1927
0,220.5,821,1.8,0.2,0,372.7,51.5,0,0,16.4,19.6,Actual,138.3,1928
5.5,150.7,676.3,11.6,0,1.9,353.7,123.6,0,0.9,0.6,7.2,Actual,20.6,1929
0.1,152.9,894.6,0.9,0.2,2,426,160.2,0.2,1.1,0,48.2,Actual,102.8,1930
0,546.3,1104.5,1.3,0.1,0,332.5,18.4,0,1.7,4.2,113.6,Actual,86.4,1931
0.4,146.6,906.6,0.3,0,0,540,57.9,0.8,0.4,0.9,30.1,Actual,129.2,1932
3.5,473.6,1137,7.9,3.4,0,241.3,118.3,0.7,44.3,1.4,15.1,Actual,227.5,1933
0.3,392.9,979.5,0,0,0.1,266.1,219.7,0.7,0,17.6,0.9,Actual,81.2,1934
1.6,107.1,757,0.3,0,7.3,356,82.4,0,0.4,0.1,14.2,Actual,187.6,1935
0,52.9,609.2,0,1.8,0,133.4,189.4,1.3,0.8,52.5,1.3,Actual,175.8,1936
0.1,32,1203,4.8,4,0,577.8,260.6,0.2,0,0.1,3.3,Actual,320.1,1937
0,134.6,814.7,0,0.1,0,342.6,265,0,15.8,0,30.3,Actual,26.3,1938
0,265.3,605.6,0.2,1.1,0,210.3,30.3,3.1,0,2.4,1.3,Actual,91.6,1939
2,241.8,870,0,4.4,11.3,208.3,152.6,10.1,1.5,26.7,91.5,Actual,119.8,1940
0.7,187.7,961.7,0.4,12.5,1,671.9,42.5,0.1,0.9,0,3.3,Actual,40.7,1941
0,367.8,1186.6,0.3,13.7,2,501.1,130.1,0,9,0,0,Actual,162.6,1942
0.6,80.9,912.8,0,0,0.1,484.2,132.8,0,19,0.4,42.6,Actual,152.2,1943
2.3,502.7,1340.4,0,0,2.9,625.9,110.1,5.1,2.3,0,16.9,Actual,72.2,1944
1.9,245.3,1276.8,0,0,7,518.8,160.9,0,0.7,0,2.7,Actual,339.5,1945
1.1,469.6,1147.6,5.5,2.1,0,291.7,233.3,0,4.2,34.4,1.1,Actual,104.6,1946
40.4,257.1,783.3,0,0,0.4,216.7,5.4,0,0,2.3,8.3,Actual,252.7,1947
0,115.9,473.8,0.6,0.4,11.7,185.9,65.5,0,0.7,25.1,18.2,Actual,49.8,1948
0,205.5,800.4,0,0.1,0,290,35.2,0,2.5,2.5,23.5,Actual,241.1,1949
0,76.9,1129.3,0,0,0,730.7,11.7,0,0.1,0,3.3,Actual,306.6,1950
0.3,162.6,478.4,0.3,0,0,218.6,65.6,0.4,2.1,7.3,13.9,Actual,7.3,1951
0,136.4,776.4,0,0,0,487.7,138.7,0,0.2,0,1.8,Actual,11.6,1952
0.1,552.9,1055.4,0.4,0,12.6,240,143.6,0,0.3,0,1,Actual,104.5,1953
0,214.1,1247.9,2.6,2,0.1,355,114.3,5.5,0.2,0.1,32,Actual,522,1954
0.7,393.5,975.5,0,0.1,0.3,109.9,104.9,0.1,3.1,0.1,51.4,Actual,311.4,1955
0.1,329.8,1366.7,1.4,0.1,0,661.3,102.9,0,26.5,2.2,107.4,Actual,135,1956
0,198.7,647.8,0.2,0,2.3,257.1,151.8,0.2,5.7,8.2,7.5,Actual,16.1,1957
1.1,287.1,1123.3,0.1,0,1,336.8,103.4,0.3,0.7,10,46.9,Actual,335.9,1958
2.8,321.8,1560.6,0,0,0,632.6,98,0,1.4,4.7,121.7,Actual,377.6,1959
0,210.6,649.6,0.1,0,1.6,218.3,131.4,0.2,8,0,6.3,Actual,73.1,1960
0,174.6,945,0,0.6,0,365.1,90.2,0,0.6,0.1,16.1,Actual,297.7,1961
1.3,181,773,2.9,0,0,298.8,49.3,1.4,2.3,8.9,0,Actual,227.1,1962
0.3,350.9,997.7,0.4,0,1.4,291.4,65.4,0.9,0.3,33.1,26,Actual,227.6,1963
0,296.3,892.7,0,0,0.1,371,106.2,0,4,0,0.5,Actual,114.6,1964
0.4,165.9,656.8,0.1,0,7.4,442.4,11.2,0.6,1.3,2.4,1,Actual,24.1,1965
0,71.2,696.5,0.1,0,0.2,316.4,123.1,0,0.5,0.3,0.8,Actual,183.9,1966
0.4,204.1,938.6,21.1,0,0,413.2,132.7,42.1,0.2,0,1,Actual,123.8,1967
0,297.1,667.9,0,0.3,0.1,279.1,33.8,1.2,0.1,0.1,10.3,Actual,45.8,1968
0,154.6,788.9,3.2,0.2,0,331.3,100.5,0,0,7.2,0,Actual,191.9,1969
0.1,495.8,1353.9,0,1,0.2,261.2,262.6,0.1,5.3,0,5.8,Actual,321.8,1970
0.3,194.1,769.2,0,0.1,0,253.6,176.2,0,5,0,5,Actual,134.9,1971
0,180.4,503.7,0,2,0.1,208.4,87.8,0,1.8,0,0.2,Actual,23,1972
0,364.5,1159.7,0.1,0.7,0.2,301.4,97.3,0.1,1.3,0,7.1,Actual,387,1973
0.6,103,421.3,1.5,0,0,135.5,22.1,0,51.3,0,38.6,Actual,68.7,1974
0,449.6,1192.6,0,0,0,219.5,156,0.7,0.1,0,48.2,Actual,318.5,1975
0,482.4,1620.1,0,0,3.2,584.4,342.5,0,0.2,57.7,0.2,Actual,149.5,1976
0.1,242.9,1307.6,0,0.1,3.9,565.2,310.2,0.2,15.4,8.9,0.7,Actual,160,1977
2,405.7,935.8,5.9,1.1,0,280.7,155.5,0,0.3,26.2,6.1,Actual,52.3,1978
0,441.3,904.4,0.1,4.6,1,174.2,132.3,0,0.3,92.8,11.5,Actual,46.3,1979
0,249.1,822.1,17.6,0,0.1,268.7,261.3,0,0.1,0.4,0.8,Actual,24,1980
0.1,377,1114.2,0,0,1.3,414.3,111.3,0.7,0.3,30.5,40.8,Actual,137.9,1981
2.6,266.3,758.2,0,0.1,0.4,274.4,39.6,0.1,45.8,96.6,6.5,Actual,25.8,1982
8,405.9,1214,0,0,0.1,408.8,129.3,0,1.3,0,79.8,Actual,180.8,1983
0,421.4,853.7,0,0,0,250.5,85.2,0,0,1.7,5.7,Actual,89.2,1984
0.8,182.5,589.7,0.3,0,0,247.2,14.7,0,2.1,0,124,Actual,18.1,1985
0,149.4,501.9,0,0,0,161.8,180.1,0.1,2,1.1,1.5,Actual,5.9,1986
0,180.6,401.8,10.7,0.5,0.4,119.4,69.6,0,0.3,11.2,3.4,Actual,5.7,1987
2.5,245.5,1097.4,0,0,0,573.1,74.7,0,0,0,11.2,Actual,190.4,1988
0,298.3,822.9,0,0,1.3,351.2,112.5,0,0.1,0,1.5,Actual,58,1989
0,530.5,1118.3,3.8,3.3,0,221.6,79,0.2,32.9,4.8,16,Actual,226.2,1990
0,133.8,672.7,0,0,0,440.8,55.6,0,0,0.7,0,Actual,41.8,1991
0,244.4,901,0,0,0.8,256.3,132.8,0,0.9,2.5,19.2,Actual,244.1,1992
0,69.5,941.3,0,1.7,0,557.4,133.2,0.1,0,1.5,30.1,Actual,147.8,1993
0.1,370.1,1534.5,0,0,7.2,490.6,320.7,0,0,0.1,2,Actual,343.7,1994
0,127.4,684.2,0.7,0,2.2,451,8.5,0.2,0,0.3,22.9,Actual,71,1995
0,228.5,902.7,0,0,1,374.6,123.9,0,0,0.1,23.3,Actual,151.3,1996
3.3,358,1069,0.9,0,0.7,241.9,355.3,0.2,3.6,0.9,8.1,Actual,96.1,1997
0,196.1,1070,0,0.1,0,312.2,111.5,0,0,4.4,98.8,Actual,346.9,1998
0,55.1,568.6,0,2,0,219.4,158,0,7.4,0,69.5,Actual,57.2,1999
0,133,550.5,3.6,0.1,0,301.1,62.9,0,36.1,0,0.2,Actual,13.5,2000
0.2,256.8,849,0,0,6.1,320,216.9,0,2.1,0.2,28.9,Actual,17.8,2001
0,238.5,637.2,0.1,0,4.1,45.8,234.2,0.1,0,0.1,0.6,Actual,113.7,2002
0,314.6,1160.2,0,6.1,0,518.7,209.3,0.1,0,0,1.9,Actual,109.5,2003
0,553.7,1005.8,0,0,0,238.2,135.5,0,4.4,0,22.2,Actual,51.8,2004
0,229.4,1316.3,0,0,0,378.7,367.3,0,0.3,0,1.4,Actual,339.2,2005
0,624.8,1478,0,0,0,576,123.5,0.8,0.2,2.9,9.2,Actual,140.6,2006
0,345.6,1179,0,0.4,0.1,567.8,94,0,0.3,1.4,0,Actual,169.4,2007
3.1,369.5,911.1,2.3,0,0,261.9,58.2,0,0.1,0.1,11.6,Actual,204.3,2008
0,143.5,641.5,0,0,0,390.3,17,0.3,0,8.1,27.4,Actual,54.9,2009
0,431,1088.7,0.2,0,0.2,328.2,59.3,0,0,41,12.2,Actual,216.6,2010
0,451.7,890.3,0,0.2,0,259.2,16.3,0,0,0,0.4,Actual,162.5,2011
0,230.3,713.9,0,0,0.1,178.2,34.4,0,0,0,7.1,Actual,263.8,2012
4.6,211.1,1118.4,0,0.9,0,405.4,155.7,0.1,0,0.1,53.2,Actual,287.3,2013
1,138.6,705.7,0,0.1,5.7,307.5,11.6,0.2,1.3,1.3,3.3,Actual,235.1,2014
5.5,37.4,623,0,0,1.8,354.7,120.7,6.1,0.9,0.3,2.2,Actual,93.4,2015
0,151.5,390.2,6.1,28.9,35.4,126.4,13.2,11.1,5.1,0,2,Actual,10.5,1901
10.2,97.1,419.7,0,0.7,0,149.3,74.6,2.9,15.8,0,9.3,Actual,59.8,1902
0.5,138.2,428.9,2.3,0.5,14.7,151.6,8.6,2.3,8.5,0,4,Actual,97.7,1903
0.5,162.9,527.5,20.3,0.7,7.6,109.7,34.3,48,29.3,10.4,1.5,Actual,102.3,1904
1.3,23.1,322.8,5.1,20.8,44.8,93.6,20.1,14,7.4,0,0,Actual,92.6,1905
0.1,103.8,593.7,5,64.1,3.6,128.9,70.2,31.4,1.4,0,0,Actual,185.2,1906
33.5,175.3,443.9,0,42.8,14.3,123.2,20,25.9,7.8,0,0.1,Actual,1,1907
7.6,398.2,689,0.6,6.1,31.4,196.6,14.5,0.1,22.4,1.1,0.3,Actual,10.1,1908
78.1,118.9,769.4,32.7,13.1,5.9,228.7,123.7,0,2.8,0,3.1,Actual,162.4,1909
2.1,150.4,605.2,0.8,5.1,19.7,107.9,69,0.1,3.1,0,87.3,Actual,159.7,1910
0.7,49.3,509.7,0,1.3,66.5,26.3,53.1,53.3,0.1,39.7,10.7,Actual,208.7,1911
9.2,134.2,529.2,0.5,12.5,43.4,161.1,26.5,9,2.8,10.5,0,Actual,119.5,1912
1.9,82.3,508.5,9.3,42.9,1.1,142.9,111.8,22.4,69.7,0.9,0.7,Actual,22.6,1913
22.7,100,664.7,0.3,7,2.3,252,51.1,4.7,21,2,18.7,Actual,182.9,1914
7.1,69.9,422.4,1.8,49.1,30.7,66.9,39.9,40.9,8,0,6.4,Actual,101.7,1915
2.3,217.7,629.2,0,15.7,0.5,139.7,71.2,0.2,12.5,0,61.6,Actual,107.8,1916
34.5,210.9,986.8,7.5,7.4,6.1,164.3,64.6,3.2,25.8,0,101,Actual,361.5,1917
9.9,142.1,234.6,0,0,10,20,34.3,11.1,1.1,0.8,0.3,Actual,5,1918
2.3,172.1,553.8,22.8,2.7,61,208.7,7,8.4,14.8,3.4,0,Actual,50.6,1919
0.2,30.8,368.8,0.1,12.9,11.2,194.8,73,13.2,21.6,0,1.4,Actual,9.6,1920
1.4,189.5,446.4,3,1.2,21.3,100.2,13.7,0.5,0,0,29.5,Actual,86.1,1921
0.6,99.7,552.7,27.1,4.5,14.3,139.6,86.7,0.6,1.4,0,1.7,Actual,176.5,1922
0.1,221.3,581.5,34.4,52.7,17,183.7,24.8,0.8,19.7,0.3,9.1,Actual,17.6,1923
1.3,151.3,654.8,15,18.9,48.5,98.3,18.5,2,5.5,2.5,45.5,Actual,247.5,1924
3.1,108.6,557.1,0.3,0.1,4.8,247,153.8,0.1,11.2,12.2,5.7,Actual,10.2,1925
10.3,257.4,616,0.1,9.3,9.4,190,18.4,39.2,33.4,2.4,0.6,Actual,45.5,1926
7.4,163.9,502.4,32.5,34.1,0.2,160.9,12.2,14.8,13.9,1.7,18.1,Actual,42.7,1927
5.9,77.6,388.2,16.8,28.3,21.5,131,36.5,3.4,3.7,20.3,7.6,Actual,35.6,1928
9.5,82.8,306.6,26.2,0.1,15.2,135.2,18.7,0,3.7,0,3.8,Actual,11.4,1929
1.8,78.4,500.6,2.1,11.4,28.4,266.5,68.6,4,3.4,0.9,2.8,Actual,32.3,1930
0.3,122.5,519,0.1,17,0.4,198.7,11.1,14.2,7.8,0,37.4,Actual,109.5,1931
